1540656332,.972
1540656333,2.493
1540656333,2.015
1540656333,1.556
1540656333,1.133
1540656333,0.762
1540656333,0.459
1540656333,0.233
1540656333,0.095
1540656333,0.049
1540656333,0.098
1540656333,0.238
1540656333,0.466
1540656333,0.772
1540656333,1.144
1540656333,1.568
1540656333,2.028
1540656334,2.507
1540656334,2.985
1540656334,3.444
1540656334,3.867
1540656334,4.238
1540656334,4.541
1540656334,4.767
1540656334,4.905
1540656334,4.951
1540656334,4.902
1540656334,4.761
1540656334,4.534
1540656334,4.228
1540656334,3.856
1540656334,3.432
1540656334,2.972
1540656335,2.493
1540656335,2.015
1540656335,1.556
1540656335,1.133
1540656335,0.763
1540656335,0.459
1540656335,0.234
1540656335,0.095
1540656335,0.050
1540656335,0.098
1540656335,0.239
1540656335,0.466
1540656335,0.772
1540656335,1.144
1540656335,1.568
1540656335,2.029
1540656336,2.507
1540656336,2.985
1540656336,3.444
1540656336,3.867
1540656336,4.237
1540656336,4.541
1540656336,4.766
1540656336,4.904
1540656336,4.950
1540656336,4.902
1540656336,4.761
1540656336,4.533
1540656336,4.228
1540656336,3.856
1540656336,3.431
1540656336,2.971
1540656337,2.493
1540656337,2.015
1540656337,1.556
1540656337,1.133
1540656337,0.763
1540656337,0.459
1540656337,0.234
1540656337,0.096
1540656337,0.050
1540656337,0.098
1540656337,0.239
1540656337,0.467
1540656337,0.772
1540656337,1.145
1540656337,1.569
1540656337,2.029
1540656338,2.507
1540656338,2.985
1540656338,3.444
1540656338,3.867
1540656338,4.237
1540656338,4.541
1540656338,4.766
1540656338,4.904
1540656338,4.950
1540656338,4.901
1540656338,4.761
1540656338,4.533
1540656338,4.227
1540656338,3.855
1540656338,3.431
1540656338,2.971
1540656339,2.493
1540656339,2.015
1540656339,1.556
1540656339,1.133
1540656339,0.763
1540656339,0.459
1540656339,0.234
1540656339,0.096
1540656339,0.050
1540656339,0.099
1540656339,0.240
1540656339,0.467
1540656339,0.773
1540656339,1.145
1540656339,1.569
1540656339,2.029
1540656340,2.507
1540656340,2.985
1540656340,3.444
1540656340,3.866
1540656340,4.237
1540656340,4.540
1540656340,4.766
1540656340,4.904
1540656340,4.949
1540656340,4.901
1540656340,4.760
1540656340,4.533
1540656340,4.227
1540656340,3.855
1540656340,3.431
1540656340,2.971
1540656341,2.493
1540656341,2.015
1540656341,1.556
1540656341,1.134
1540656341,0.763
1540656341,0.460
1540656341,0.235
1540656341,0.097
1540656341,0.051
1540656341,0.099
1540656341,0.240
1540656341,0.467
1540656341,0.773
1540656341,1.145
1540656341,1.569
1540656341,2.029
1540656342,2.507
1540656342,2.984
1540656342,3.444
1540656342,3.866
1540656342,4.237
1540656342,4.540
1540656342,4.765
1540656342,4.903
1540656342,4.949
1540656342,4.901
1540656342,4.760
1540656342,4.532
1540656342,4.227
1540656342,3.855
1540656342,3.431
1540656342,2.971
1540656343,2.493
1540656343,2.016
1540656343,1.557
1540656343,1.134
1540656343,0.764
1540656343,0.460
1540656343,0.235
1540656343,0.097
1540656343,0.051
1540656343,0.100
1540656343,0.240
1540656343,0.468
1540656343,0.773
1540656343,1.145
1540656343,1.569
1540656343,2.029
1540656344,2.507
1540656344,2.984
1540656344,3.443
1540656344,3.866
1540656344,4.236
1540656344,4.540
1540656344,4.765
1540656344,4.903
1540656344,4.949
1540656344,4.900
1540656344,4.759
1540656344,4.532
1540656344,4.226
1540656344,3.855
1540656344,3.431
1540656344,2.971
1540656345,2.493
1540656345,2.016
1540656345,1.557
1540656345,1.134
1540656345,0.764
1540656345,0.460
1540656345,0.235
1540656345,0.097
1540656345,0.052
1540656345,0.100
1540656345,0.241
1540656345,0.468
1540656345,0.774
1540656345,1.146
1540656345,1.570
1540656345,2.029
1540656346,2.507
1540656346,2.984
1540656346,3.443
1540656346,3.866
1540656346,4.236
1540656346,4.539
1540656346,4.764
1540656346,4.902
1540656346,4.948
1540656346,4.900
1540656346,4.759
1540656346,4.532
1540656346,4.226
1540656346,3.854
1540656346,3.430
1540656346,2.971
1540656347,2.
